
endow	օժտել, պարգեվել, շնորհել
endue	պարգեվել, օժտել, շնորհել, զգեստավորել
end-up	կրճատ
endurable	տանելի
endurance	համբերատարություն, տոկունություն, դիմացկունություն
endure	տոկալ, հանդուրժել, տեվել
endways	ծայրը դեպի առաջ
end	վերջ, ծայր, մնացորդ, արդյունք, հետեվանք, նպատակ
enemy	թշնամի, հակառակորդ
energetics	էներգետիկա
energetic	եռանդուն
energy	էներգիա, եռանդ, ուժ, կորով, կամք
enervate	ջլատել
enervation	ջլատում, ուժասպառում
enfeeble	ուժաթափ անել, տկարացնել
enfilade	կարգ, շարք, տողան
enfold	փաթաթել, ծրարել(in, with), գրկել բռնել, ծալքեր առաջացնել
enforcement	հարկադրում, հարկադրանք, ճնշում
enforce	զորացնել, սաստկացնել, պնդել ստիպել, բռնադատել
enframe	շրջանակի մեջ դնել
enfranchise	ազատել, ազատագրել, ընտրական իրավունք տալ
engaged	զբաղված, նշանված
engagement	հրավեր, տեսակցություն, հանդիպումգործ, զբաղմունք, պարտականություն, մարտ, կռիվ, ընդհարում
engage	վարձել, զբաղեցնել, պարտավորվել, նշանել, կռվի մեջ մտնել
engaging	գրավիչ, դյութիչ, հրապուրիչ, ուշագրավ
engender	ծնել, առաջացնել, հարուցել
engine-crew	շոգեքարշային բրիգադա
engine-driver	մեքենավար
engineering	տեխնիկա, ինժեներական արվեստ, ճարտարագիտություն, մեքենայություն
engineer	ինժեներ, մեխանիկ, մեքենավար, սակրավոր, սակրավոր զորամասեր, նախագծել, կառուցել, նախաձեռնել, կազմակերպել
engine-house	շոգեքարշային դեպո
engine-plant	շոգեքարշաշինական գործարան,  մեքենասարքավորում
engine-room	մեքենաների բաժանմունք
engine	շոգե)մեքենա, շարժիչ, գործիք, միջոց
engird	գոտեվորել, բոլորել
england	Անգլիա
englishman	անգլիացի
englishwoman	անգլուհի
english	անգլիացիներ, անգլերեն, անգլիական
engorge	լափել
engraft	պատվաստել
engrained	արմատացած
engrain	ծծեցնել, հագեցնել, մանվածքը ներկել, արմատացնել
engrave	փորագրել, քանդակել, դրոշմել
engraving	քանդակ, փորագրություն, քանդակումփորագրում
engrossing	կլանող, ամենակուլ
engross	ստվարացնել, թանձրացնել պատճենել, մենավաճառել
enguire	իմանալ, տեղեկանալ, քննել
engulf	կլանել, կուլ տալ, ճնշել դիմադրությունը
enhance	բարձրացնել, ավելացնել, ծանրացնել
eniarge	մեծացնել, լայնացնել, տարածվել (upon)
enigmatic(al)	հանելուկային, առեղծվածային
enigma	առեղծված, հանելուկ
enjoin	պատվիրել, հրամայել, արգելել
enjoyable	հաճելի
enjoyment	վայելք, հաճույք, բավականություն տեր լինելը, ունենալը
enjoy	վայելել, հաճույք ստանալ,  զվարճանալ, օգտվել
enkindle	վառել, բորբոքել, գրգռել
enlace	փաթաթել, պատել, խճճել
enlarge	ընդարձակել, լայնացնել, տարածել
enlightened	լուսավորված, կրթված, տեղյակ
enlightenment	լուսավորություն, կրթություն, լուսավորվածություն, կրթվածություն
enlighten	լուսավորել, լուսաբանել, տեղեկացնել
enlighten	լուսավորել, կրթել
enlink	կապել
enlistee	զինվորագրված, զինվորական ծառայության մեջ մտած մարդ
enlist	զինվորագրել, արձանագրել
enliven	կենդանացնել, ոգեվորել, խրախուսել
enmity	թշնամություն, ատելություն, ոխ
enneagon	իննանկյուն
ennoble	ազնվացնել
ennul	ձանձրույթ
enogh	բավական
enormity	ահագնություն, անչափություն անկարգություն, եղեռն
enormous	հսկա, ահագին, վիթխարի, անճոռնի այլանդակ, սարսափելի
enough	բավական, բավարար քանակություն բավականաչափ
enrage	զայրացնել, կատաղեցնել
enrank	կարգավորել, կարգադրել
enrapture	հափշտակել, գրավել
enrich	հարստացնել, զարդարել, ճոխացնել կրթել, պարարտացնել
enrollee	զինծառայության մեջ ընդունված
enrol(l)	ցուցակագրել, անդամագրել, զինվորագրել
enrolment	ցուցակի մեջ մտցնելը, ցուցակագրելը, նոր անդամներ ընդունելը
enrooted	արմատացած
enroot	խորը տնկել
ensample	օրինակ
ensconce	ծածկել, պատսպարել, պահել
ensemble	ամբողջություն
enshrine	պահել, պահպանել, փայփայել, իբրեվ սրբություն պահել
enshroud	ծածկել, փաթաթել, պատանել, պատել
ensign	դրոշակ, նշան, դրոշակիր
ensilage	սիլոս, սիլոսացում, սիլոսացնել
ensile	սիլոսացնել
enslavement	ստրկացում
enslave	գերել, նվաճել, հպատակեցնել
ensue	հալածել, հետեվել, հաջորդել
ensure	ապահովել, երաշխավորել
entail	տոհմական կալվածք, հետեվանք ունենալ, հանգեցնել
entanglement	դժվարություն, խճճվածություն, շփոթություն, լարափակոց
entangle	խառնակել
enteric	որովայնային տիֆ, որովայնային
enterprice	ձեռնարկություն, նախաձեռնություն, համարձակություն
enterprising	նախաձեռնող, ձեռներեց
entertaining	հետաքրքրական, հետաքրքրաշարժ, հետաքրքիր, զվարճալի
entertainment	ընդունելություն, հրավերք, հյուրասիրություն, զվարճություն
entertain	հյուրընկալել, հյուրասիրել, տածել, հաշվի առնել
enter	մտնել, թափանցել, գրանցել, սկսել, ընդունվել (ԲՈՒՀ)
enthrall	ծառայեցնել, հպատակեցնել, գերել
enthronement	գահակալություն
enthrone	գահ բարձրացնել
enthusiasm	խանդավառություն
enthusiastic	խանդավառ, եռանդուն
enthusiast	էնտուզիաստ, խանդավառ մարդ
enticement	հրապուրելը, հրապույր, գայթակղություն, հրապուրանք
entice	հրապուրել, խաբել, որսալ
enticing	գայթակղիչ
entirely	ամբողջովին, ամբողջապես, բոլորովին, լիովին, բացառապես, միմիայն
entirety	լրություն, ամբողջականություն, ընդհանուր գումար, համատեղ տիրել
entire	լիակատար, լրիվ, ամբողջական, մաքուր, անարատ, չկռտած
entitle	վերագրել, իրավունք կամ տիտղոս տալ
entity	էություն
entombment	թաղում
entomb	թաղել
entomological	միջատաբանական
entomology	միջատաբանություն
entr'acte	ընդմիջում, անտրակտ
entrails	ընդերք, փորոտիք
entrance	մուտք, դուռ, մտնելը(into, upon)
entrap	որսալ, բռնել, ծուղակը գցել
entreaty	աղերսանք, խնդրանք
entreat	աղերսել, թախանձել, վարել, ճառել գործածել
entree	մուտք, նախախորտիք
entremets	միջնախորտիք
entrenchment	դաշտային ամրություն, խրամատ
entrench	խրամապատել
entresol	ներքնահարկ, միջնահարկ
entrust	հանձնարարել, վստահել
entry	մուտք, դուռ, գետաբերան, սկիզբ(ամսվա), տեր դառնալը
entwine	փաթաթել, հյուսել
entwist	փաթաթել, հյուսել
enucleate	լուծել, մեկնել, պարզել, հայտնել
enumerate	թվել, թվարկել
enumeration	թվարկում, ցանկ, թվարկ
enunciate	հայտնել, արտահայտել, հայտարարել ծանուցել, արտասանել, հնչել
envelope	փաթթոց, ծածկոց, ծրար, կեղեվ, պատյան
envelop	փաթաթել, ծրարել, ծածկել, շրջանցել
envenom	թունավորել, զայրացնել
enviable	նախանձելի
envier	նախանձոտ
envious	նախանձ, նախանձոտ
environment	շրջապատ, միջավայր
environs	արվարձան, շրջակայք
environ	շրջապատել, պարփակել, պատել պաշարել
envisiage	աչքերի մեջ նայել, սառնարյուն լինել, քննել
envoy	պատվիրակ, գործակալ, հրեշտակ
envy	նախանձ, ատելություն նախանձել, տենչալ, կարոտը քաշել
enwind	փաթաթ(վ)ել
enwrap	փաթաթել, ծրարել, պատել
en-	տառերից առաջ`em-).մեջը`ներսը (որեվէ վիճակի մեջ) դնել
epalement	հողապատնեշ, մայթ, նեցուկ
eparch	նահանգապետ
ephemeral	անցողիկ, վաղանցիկ, անհարատեվ
ephemera	միօրյակ (միջատ)
epicentrum	էպիկենտրոն (երկրաշարժի)
epicurean	էպիկուրյան
epicure	էպիկուրյան, հեշտասեր, շվայտ մարմնապաշտ
epicycle	մակաշրջան
epicycloid	մակաբոլորակ, էպխցիկլոիդ
epic	դյուցազներգություն
epidemic	համաճարակ
epidemic	համաճարակ, համաճարակային
epidermal	մակամաշկային
epigastric	մակորովայնային
epigenesis	վերածնունդ
epiglottis	մակալեզու, խաղողիկ
epigram	վերտառություն, պարսավական խոսք
epigraph	մակագիր, վերնագիր, բնաբան
epilepsy	լուսնոտություն
epilogue	վերջաբան, եզրակացություն
episcopal	եպիսկոպոսի, եպիսկոպոսյան
episcopate	եպիսկոպոսի աստիճան, թեմ
episode	դրվագ
episodic(al)	միջադեպի, միջադեպային, պատահական
epistle	թուղթ, նամակ, գիր
epistolary	նամակագրական
epitaph	տապանագիր
epithet	վերադիր, մակդիր, ածական
epitomize	համառոտել, կարճեցնել
epoch-making	դարակազմիկ, դարաշրջան կազմող
epoch	դարաշրջան
epode	վերջերգ
epopee	դյուցազներգություն
epos	էպոս, վիպերգություն
equability	համաչափություն, հավասարակշռվածություն
equable	հավասար, միօրինակ, նույն, անփոփոխ
equality	հավասարություն, իրավահավասարություն
equalization	հավասարեցում
equalize	հավասարեցնել (to, with), հավասարակշռել
equal	հավասար, միանման, պիտանի, ընդունակ
equanimity	սառնարյունություն, ինքնազսպում, ինքնատիրապետում, հանդարտություն
equate	հավասարեցնել
equation	հավասարում, հավասարություն
equatorial	հասարակածի, հասարակածային
equator	հասարակած
equestrain	հեծյալ, ձիավոր, ձիավար
equiangular	հավասարանկյուն
equilateral	հավասարակողմ
equilibrate	հավասարակշռ(վ)ել
equilibration	հավասարակշռում, հավասարակշռություն
equilibrist	լարախաղաց
equilibrium	հավասարակշռություն
equinoctial	գիշերահավասարի
equinox	օրուգիշերահավասար
equipage	հանդերձանք, սարք, սպառազինություն, շքախումբ
equipment	սարքավորում, սպառազինություն հանդերձանք, նյութական մաս
equip	հանդերձել, սարքավորել, սպառազինել
equitable	արդարադատ, անաչառ
equity	արդարադատություն, անաչառություն
equivalence	հավասարարժեքություն, համազորություն
equivalent	համարժեք
equivocal	երկիմաստ, երկդիմի, կասկածելի
equivoke	երկդիմություն, բառախաղ
equi-	հավասար
erace	ջնջել, մաքրել
eradiate	ճառագայթել
eradiation	ճառագայթում
eradicate	արմատով հանել, ոչնչացնել արմատախիլ անել, վերացնել
eradication	արմատախիլ անելը, վերացում, ոչնչացում
eraser	ռետին (ջնջելու համար)
erase	ջնջել, եղծել, զրոյացում, անիրական հայտարարելը
era	դարաշրջան, ժամանակաշրջան
erection	ուղղում, ուղիղ կանգնեցնելը կառուցում, մոնտաժ
erect	ուղիղ, կանգուն, առույգ, արթուն, հիմնել, կանգնեցնել, ստեղծել
erelong	շուտով
eremite	ճգնավոր
erenow	առաջ, սրանից առաջ
erewhile	վաղուց, քիչ առաջ
ere	մինչ.մինչեվ, նախքան, առաջ. ~longշատ չանցած, շուտով
erin	Իռլանդիա
ermine	սպիտակ կզաքիս
erode	ուտել, մաշել, քայքայել
erosion	քայքայում, էրոզիա
erosive	մաշող, քայքայող, քայքայիչ, էրոզիաառաջացնող
erotic	սիրային, տռփական
errand-boy	հանձնարարություններ կատարող տղա
errand	հանձնարարություն
errant	թափառաշրջիկ, մոլորված
erratic	սխալ, անհաստատ, անկայուն, խենթ խելառ
erratum	վրիպակ
erring	մոլորված
erroneous	սխալ, սխալական
error	սխալ, շեղվելը, խուսափելը, մեղանչում
err	սխալվել, մոլորվել
erudite	բազմագիտակ, խորագիտակ
erudition	խորահմտություն, բազմագիտակություն, շատ կարդացած լինելը
eruption	ժայթքում (հրաբուխի), դուրս գալըծկթում, պոռթկում(ծիծաղի)
eruptive	ցանի, ցանավոր, հրաբխային, ժայթքող
erupt	ժայթքել (հրաբխի մասին) դուրս գալ
escalator	շարժասանդուղք
escapade	ուրախ խաղ, համարձակ արարք, փախուստ
escape	փախուստ, ազատում, փրկություն, կորուստ
escarp	զառիվերակ
eschew	խուսափել, զգուշանալ
escort	ուղեկցորդ, պահակախումբ
escutcheon	զինանշանի վահանակ
eskimo	էսկիմոս
especially	հատկապես, մասնավորապես, գլխավորապես
especial	հատուկ, մասնավոր
espionage	լրտեսություն
esplanade	զբոսավայր
espouse	կին առնել, մարդու տալ (to) ընդունել, պաշտպանել
espy	նշմարել, տեսնել հեռվից հայտնաբերել
esquire	պարոն, էսկվայր
essayist	ակնարկագիր
essay	ակնարկ, փորձ, ջանք
essence	էություն, գոյություն, բնահյութ, դուխի
essentiality	էություն, էականություն
essentially	էապես, իրապես, էականորեն
essential	էական, հիմնական, եթերային, ցնդող
established	հաստատված, ամրացած, արմատացած կլիմային վարժված, պաշտոնական
establishment	հաստատում, հիմնում, հիմնարկ, հաստատություն, հաստիք, տնտեսություն
establish	հաստատել, հիմնել, տեղավորել, սահմանել, ապացուցել, հաստատել
estate	դաս, կալվածք, ունեցվածք
esteem	հարգանք, հարգել, մեծարել, հաշվի առնել, գնահատել, համարել
estimable	հարգարժան, պատվարժան
estimate	գնահատում, նախահաշիվ
estimation	գնահատում, ենթադրություն, կարծիքհարգանք, հաշիվ, հաշիվ անելը
estimator	գնահատող
estrangement	օտարում, օտարացում
estrange	հեռացնել, օտարացնել
estuary	գետախորշ, գետաբերան
etc.(etcetera)	եվ այլն, մնացորդներ
etcetera	եվ այլն
etcher	ժանտաջրով փորագրող, օֆորտիստ
etching	փորագրելը
etch	փորագրել
eternalize	հավերժացնել
eternal	հավերժական, սովորական, անփոփոխ
eternity	հավիտենականություն
ethereality	եթերայնություն, թեթեվություն
ethereal	եթերային, թեթեվ, անկայուն
ether	եթեր
ethics	բարոյագիտություն, էթիկա, բարոյականություն
ethic	բարոյական
ethiopian	եթովպացի, հաբեշ
ethnic	էթնիկական, հեթանոսական
ethnographic(al)	ազգագրական
ethnography	ազգագրություն
ethnology	ազգախոսություն
etiquette	էտիկետ, վարվելակարգ նիստ ու կաց
etymologic(al)	ստուգաբանական
etymology	ստուգաբանություն
eucalyptus	էվկալիպտ, նիվենի
eulogy	ներբող
eunuch	ներքինի
euphemism	մեղմասություն
euphony	բարեհնչյունություն
euphuism	փքուն ոճ
european	եվրոպացի, եվրոպական
evacuate	էվակուացնել, մաքրել, դատարկել, դուրս քաշել
evacuation	էվակուացիա, դատարկում, մաքրում  (ստամոքսի)
evacue(e)	էվակուացված մարդ
evade	փախչել, չենթարկվել, անտեսել շրջանցել (օրենքը)
evaluate	գնահատել, թվերով արտահայտել
evaluation	գնահատում
evanescent	վաղանցուկ, անցողիկ, անսահման փոքր
evangelical	ավետարանի, ավետարանական
evangelist	ավետարանիչ, ավետարանական համայնքի անդամ, շրջիկ քարոզիչ
evaporate	գոլորշիանալչորացնել, խտացնել
evaporation	գոլորշիացում, շոգեգոյացում, խտացում, ջրազրկում, անջրդիացում
evasion	խուսափում, խուսափանք, խույս տալըխորամանկություն, հնարք
evasive	խուսափողական, անորսալի
evenhanded	արդարադատ, անաչառ
evening	երեկո, երեկույթ
even-minded	հանդարտ, հավասարակշռված
eventful	իրադարձություններով լի`հարուստ
eventless	սովորական, միօրինակ, իրադարձություններից զուրկ
eventuality	հնարավոր դեպք, , պատահականություն
eventually	վերջ ի վերջո
eventual	հնարավոր, վերջնական
eventuate	վերջանալ, արդյունք ունենալ պատահել, առաջ գալ
event	դեպք, իրադարձություն, ելք, վերջ, վախճան
even	հավասար, հարթ, նման, զույգ, նույնիսկ, իսկ եվ իսկ, ճիշտ, երեկո
everglade	ճահճոտ վայր
evergreen	մշտադալար
everlasting	հավիտենականություն անմեռուկ, հավերժական, անընդհատ
everlasting	հավիտենականություն, անմեռուկ, հավիտենական, մշտական, անընդհատ
evermore	միշտ, ընդմիշտ, հավիտյան
everybody	ամեն մարդ, բոլորը, ամենքը
everyday	ամենօրյա, սովորական, առօրյա
everyone	ամեն մեկը
everything	ամեն ինչ, ամեն բան
everyway	ամեն ուղղությամբ, ամեն տեսակետից
everywhere	ամենուրեք, ամեն տեղ
every	յուրաքանչյուր, ամեն մի
ever	երբեվէ, միշտ, որ
eve	նախօրյակ, երեկո
eviction	վտարում, դատարանով գույքից զրկելը
evict	վտարել, դուրս անել
evidence	ակներեվություն, ակնհայտություն, վկայություն, փաստ
evidential	ակնհայտ, բացահայտ, հայտնի, ապացուցիչ
evident	հայտնի, ակնհայտ, ակներեվ, պարզ
evil-doer	հանցագործ, չարագործ
evil-minded	չար, չարակամ, չարամիտ
evil	չար, չարություն, չարիք, աղետ, վնաս, մեղք, հանցանք
evince	ցուցաբերել, դրսեվորել
evoke	առաջացնել, հարուցել
evolutionism	էվոլյուցիոն տեսություն
evolution	զարգացում, արմատ հանելը (մաթ.)
evolve	զարգանալ, ծավալվել, զարգացնել
ewer	լայնաբերան սափոր
ewe	մաքի
exacerbate	սրել, սաստկացնել (հիվանդությունը), գրգռել, զայրացնել
exacting	խիստ, խստապահանջ, լարված, դժվար ծանր
exaction	համառ պահանջ, հարստահարում կեղեքում
exactitude	ճշտություն, ճշգրտություն, ճշտապահություն, ճշտակատարություն
exactly	ճիշտ, ճշտորեն, իսկ եվ իսկ
exactor	պահանջկոտ`խստապահանջ մարդ, հայցվոր, հայցատեր, կորզիչ, կորզող
exact	ճիշտ, պնդել, գանձել (from, of)
exaggerated	չափազանցված, լայնացած
exaggerate	չափազանցել, խիստ ընդգծել
exaggeration	չափազանցում, չափազանցություն
exaggerative	չափազանցող
exaltation	մեծարում, գովաբանում
exalt	բարձրացնել, մեծարել, փառաբանել խտացնել (գույները)
examinant	քննող
examinational	քննական, քննության
examination-paper	քննական աշխատանք, հարցատոմս
examination	քննում, զննում, քննություն
examinee	քննվող
examine	քննարկել, զննել, քննել, հարցնել հարցաքննել
examinor	քննող, քննիչ
example	օրինակ, նմուշ
exasperate	զայրացնել, համբերությունից հանել, սրտնեղություն պատճառել
exasperating	գրգռող, համբերությունից հանող զայրացնող
exasperation	գրգռվածություն, սրտնեղություն, զայրույթ
excavate	փորել, պեղել
excavation	փորելը, պեղումներ, արտափորում, փորում, փորած փոս, հողային
excavator	էքսկավատոր, արտափորիչ (մեքենա) հողափոր
exceedingly	չափազանց
exceed	անցնել(չափից, գումարից), գերազանցել, անզուսպ լինել
excellence	գերազանցություն, բարձր որակ
excellent	գերազանց, հոյակապ, բարձորակ
excel	գերազանցել (in), աչքի ընկնել (in, at)
excepting	բացառությամբ, բացառելով, բացի
exceptionable	բացառելի, առարկելի
exceptional	բացառիկ, արտակարգ
exception	բացառություն
exceptive	բացառիկ, բծախնդիր
except	բացառել, դուրս հանել, դուրս թողնել, առարկել, բացի, բացառությամբ
excerption	քաղվածք, մեջբերում
excerpt	հատված, քաղվածք
excessive	չափազանց մեծ, ավելորդ
excess	չափազանցություն, անզսպություն, անկարգություն, ավելցուկ
exchangeable	փոխանակության համար պիտանի, փոխանակելի
exchange	փոխանակել, մանրել, բորսա, կենտրոնական հեռախոսակայան
exchequer	գանձատուն, գանձարան, միջոցներ ֆինանսներ
excise	ակցիզ, ակցիզային հարկ գանձել
excitable	գրգռական, գրգռելի, դյուրագրգիռ
excitation	գրգռում, գրգռվածություն, գրգիռ
excitative	գրգռող, գրգռիչ
excitement	գրգիռ, հուզում, հուզմունք
excitent	գրգռիչ նյութ, միջոց
excitent	գրգռիչ նյութ, միջոց, գրգռիչ
excite	գրգռել, արթնացնել, հուզել, առաջացնել, հարուցել (հոսանք)
exclaim	բացականչել, գոչել
exclamation	բացականչություն
exclamatory	բացականչական
exclude	բացառել, չընդունել, մերժել, վտարել
exclusion	բացառում, մերժում, վտարում, արտաքսում.to the~of բացառությամբ
exclusively	բացառապես, միայն, միմիայն
exclusive	բացառիկ, արտակարգ, միակ, անմատչելի, փակ, առաջնակարգ
excrescence	աճում, աճելը, մակաճ, ավելորդ մաս ուռուցք, խիլ(ծառի, մարմնի վրա)
excrete	արտադրել, արտաթորել
excretion	արտաթորում, արտազատում
excretive	արտաթորիչ, արտազտիչ
exculpate	արդարացնել, պատիվը վերականգնել ռեաբիլիտացիայի ենթարկել
exculpatory	արդարացնող, արդարացուցիչ
excursionist	էքսկուրսանտ, զբոսաշրջիկ, տուրիստ
excursion	զբոսանք, ուղեվորություն
excursive	խոտորվող, թափառող, անսիստեմ, անկանոն
excursus	շեղում, հեռացում, էքսկուրս, հարախուզություն
excusable	ներելի
excusatory	ներողական, արդարացուցիչ
excuse	ներել, արդարացնել, ազատել(from), պատճառանք, պատրվակ
exeat	կարճատեվ բացակայության թույլտվություն
execrable	զզվելի, գարշելի, նողկալի
execrate	զզվել, գարշել, նզովել, անիծել
executant	կատարող
execute	կատարել, մահապատժի ենթարկել, ձեվակերպել
executioner	դահիճ
execution	կատարում, կատարելը, կործանում, ավերում, ամայացում, մահապատիժ, ձեվականությունների կատարում ձեվակերպում (փաստաթղթերի)
executive	գործադիր իշխանություն, ղեկավար շտաբի պետ, հրամանատարի օգնական
executor	կտակակատար, դատական կատարածու
exeeding	խիստ մեծ, չափն անցնող
exellence	գերազանցություն, գերազանցում բարձր որակ, մեծ վարպետություն
exel	գերազանցել(in) աչքի ընկնել (in, at)
exemplary	օրինակելի, տիպային, տիպական
exemplar	օրինակ, նմուշ, տիպ, տիպար
exemplify	օրինակ ծառայել, օրինակ բերել պատճեն հանել եվ հաստատել
exemption	ազատելը (հարկերից եվ այլն)
exempt	ազատ, ազատված, ազատել (հարկերից եվ այլն)
exept	բացի, բացառությամբ
exercise	վարժություն, մարզանք, ցուցաբերում
exertion	ջանք, ճիգ, գործադրում, լարում
exert	գործադրել, լարել (ուժերը)
exfoliate	շերտավորվել, շերտազատվել
exhalation	արտաշնչում, գոլորշիացում, ցնդումգոլորշի, շոգի, մառախուղ, պոռթկում
exhale	արտաշնչել, արձակել (գոլորշի), շոգիանալ, ցնդել, ելք տալ
exhausted	ուժասպառ, մաշված, տանջված, սպառված
exhausting	հոգնեցնող, ուժասպառ անող, հյուծող, մաշող
exhaustion	ուժասպառություն, հյուծում, տարաճում, դուրս ծծելը, նոսրացում
exhaustive	ուժասպառ անող, հյուծիչ, սպառիչ
exhaust	արտաժայթքում, ուժասպառ անել, վատնել, ծծել, դուրս քաշել, արձակել
exhibitioner	թոշակառու, թոշակ ստացող
exhibition	ցուցահանդես, ցուցադրում, ցուցաբերում, ցույց, թոշակ
exhibitor	ցուցադրող
exhibit	ցուցադրել, արտահայտել, ցուցանմուշ, իրեղեն, ապացույց
exhilarate	աշխուժացնել, զվարթացնել, ուրախացնել
exhilaration	զվարթություն, ուրախություն, խընդություն, զվարճություն
exhortation	հորդորանք, քարոզ
exhort	հորդորել, համոզել, դիմել կոչ անել (to)
exhumation	գերեզմանից հանելը (դատաբժշկական քննության համար)
exigence	խիստ անհրաժեշտություն ծայրահեղություն
exigent	շտապ, հրատապ, անհետաձգելի, պահանջկոտ
exigible	պահանջի ենթակա
exile	արտաքսում, աքսոր
existence	գոյություն, կյանք, առկայություն
existent	գոյություն ունեցող, առկա
exist	լինել, գոյություն ունենալ, ապրել, գտնվել, հանդիպել
exit	ելք
exodus	մեկնում
exorbitant	անչափ, չափից դուրս
exoteric	հանրամատչելի, հասկանալի
exotic	տարաշխարհիկ, օտարերկրյա, օտար
expand	ընդարձակ(վ)ել, զարգացնել, բաց անել (բանաձեվը)
expanse	լայն տարածություն, ընդարձակում տարածում
expansibility	տարածելիություն, ընդարձակելիություն
expansible	տարածելի, ընդլայնելի
expansion	ընդարձակում, տարածում ընդլայնում, տարածություն
expansive	ընդարձակվող, տարածվող, լայնածավալ, լայնարձակ, անզուսպ, բացսիրտ
expatriate	հայրենիքից վտարել
expectancy	սպասում, ակնկալություն, հույս, հավանականություն
expectant	սպասող, հուսացող, ակնկալող, սպասողական, հղի
expectation	սպասում, հույս, ակնկալություն
expectorant	խորխաբեր միջոց
expectorate	հազալով արտաթքել
expect	սպասել, հոսալ, ենթադրել, կարծել (that)
expedience	նպատակահարմարություն
expedient	նպատակահարմար, հարմար, ձեռնտու միջոց, հնարք
expeditionary	արշավային, էքսպեդիցիոն
expedition	արշավ, արշավախումբ, արագություն շտապողականություն
expeditious	արագ, արագընթաց, շտապ
expel	վտարել, հեռացնել, դուրս մղել, դուրս գցել
expence	վատնում, ծախսեր, գին, արժեք
expenditure	ծախս, վատնում
expend	ծախսել, վատնել
expensive	թանկ, թանկարժեք
experienced	փորձված, փորձառու
experience	փորձառություն, դեպք, կրել, տանել, ճաշակել, զգալ, ապրել
experimentalize	փորձարկել, փորձի ենթարկել
experimental	փորձնական, փորձառական, փորձի ենթակա
experimentation	փորձեր կատարելը, փորձեր
experiment	փորձ, գիտափորձ
expert	գիտակ, մասնագետ, փորձագետ, էքսպերտ
expiate	քավել (հանցանքը, մեղքը)
expiration	արտաշնչում, անցում, լրանալը (ժամանակի)
expiratory	արտաշնչական, արտաշնչման
expire	արտաշնչել, մարել, շունչը փչել, վերջանալ, լրանալ (ժամկետը)
explain	բացատրել, մեկնաբանել
explanation	բացատրություն, մեկնաբանություն
explanatory	բացատրական
explate	քավել (հանցանքը, մեղքը)
explicable	բացատրելի
explicate	զարգացնել(միտքը), մեկնաբանել պարզաբանել
explicit	պարզ, որոշակի, ճշգրիտ անկեղծ (մարդու մասին)
explode	պայթ(եցն)ել, պոռթկալ, ջախջախել, խախտել, մերժել
exploitation	շահագործում, մշակում (հանքավայրի)
exploiter	շահագործող, շահագործիչ
exploit	սխրագործություն, շահագործել,  օգտագործել, մշակել
exploration	ուսումնասիրություն, հետազոտություն, հետախուզություն
explorative	հետազոտական, հետազոտող
explorer	հետազոտող, հետախույզ, զոնդ
explore	հետազոտել, ուսումնասիրել, հետախուզել
explosion	պայթյուն, պոռթկում
explosive	պայթուցիկ նյութ, պայթական (հընչյուն), բռնկվող, տաքարյուն
exponent	էքսպոնենտ, աստիճանացույց (մաթ.), մեկնաբան, կատարող, ներկայացուցիչնմուշ, օրինակ
exportation	արտահանում, արտահանելը
export	արտահանում
expose	ազդեցության ենթարկել, մերկացնելցուցադրել, բացահայտել
exposition	նկարագրություն, բացատրություն, մեկնաբանում, ցուցահանդես, պահաժամ (լուսանկարչական ապարատի օբեկտիվի բաց պահելու)
expositive	նկարագրական, բացատրական
expository	բացատրական
expostulate	հորդորել, խրատել, համոզել
exposure	չպաշտպանված լինելը(վտանգից, ..)ցուցադրում, մերկացում, դիրք
expound	շարադրել, բացատրել, մեկնաբանել
expressible	արտահայտելի
expression	արտահայտություն
expressive	արտահայտիչ
expressly	դիտմամբ, որոշակի, ճիշտ, պարզ, որոշակի
express	ճեպընթաց, սուրհանդակ, հատուկ, շտապ, ճիշտ, պարզ, որոշակի
expropriate	սեփականազրկել, բռնագրավել
expropriation	սեփականազրկում, բռնագրավում
expulsion	արտաքսում, վտարում, հեռացում
exquisit	նուրբ, նրբին, սքանչելի, ընտիր գերազանց, սուր(զգացող.մասին)
ex-serviceman	զորացրված կամ պաշտոնաթող զինվորական
extant	պահպանված
extasy	հափշտակություն, սքանչացում զմայլանք
extempore	հանպատրաստից
extemporize	հանպատրաստից ստեղծել`հորինել
extended	ձգված, երկարացված, ձգձգված, տեվական, շարունակված, տարածված
extend	ձգել, մեկնել, տարած(վ)ել, ցույց տալ, ընդարձակ(վ)ել, երկարացնել
extensibility	տարածելիություն, ընդարձակելիություն
extensible	ձգվող, տարածելի, ընդարձակելի
extension	ձգվելը, տեվելը, ընդարձակվելը տարածվելը, երկարացնելը(ժամկետի)
extensive	ընդարձակ, լայնատարած, խոշոր, մեծ
extensive	ընդարձակ, լայնատարած, խոշոր, մեծ էքստենսիվ
extent	ձգվածություն, տեվողություն տարածություն, աստիճան, չափ
extenuate	թուլացնել, նվազեցնել, թեթեվացնել(հանցանքը), արդարացնել
extenuation	ուժասպառում, հյուծում, թուլացումմասնակի արդարացում, թեթեվացում
exterior	արտաքին, դրսի
exterminate	բնաջնջել, ոչնչացնել
extermination	բնաջնջում, ոչնչացնում
exterminatory	բնաջնջող, ոչնչացնող, կործանիչ
externalize	մարմնավորել, արտաքին տեսք տալ
